[2024-11-02 17:25:04] INFO: Trying to assign LLOD 16274 (oilderricklod02) to HLOD 3427 (derrick01), which already has LLOD 16273 (oilderricklod01) - countn2
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 3732 (lodnwlaw2husjm) to HLOD 3618 (nwlaw2husjm3_law2), which already has LLOD 3732 (lodnwlaw2husjm) - LAhills
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 3726 (lodhillhouse05_la) to HLOD 3602 (hillhouse05_la), which already has LLOD 3726 (lodhillhouse05_la) - countrye
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 1261 (lodlbd2) to HLOD 1267 (billbd2), which already has LLOD 1261 (lodlbd2) - LAe
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 1261 (lodlbd2) to HLOD 1267 (billbd2), which already has LLOD 1261 (lodlbd2) - LAe
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 1266 (lodlbd3) to HLOD 1260 (billbd3), which already has LLOD 1266 (lodlbd3) - LAe
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 1266 (lodlbd3) to HLOD 1260 (billbd3), which already has LLOD 1266 (lodlbd3) - LAe  [DUP x6]
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 1261 (lodlbd2) to HLOD 1267 (billbd2), which already has LLOD 1261 (lodlbd2) - LAe
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 1261 (lodlbd2) to HLOD 1267 (billbd2), which already has LLOD 1261 (lodlbd2) - LAe  [DUP x2]
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 1266 (lodlbd3) to HLOD 1260 (billbd3), which already has LLOD 1266 (lodlbd3) - LAe
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 1266 (lodlbd3) to HLOD 1260 (billbd3), which already has LLOD 1266 (lodlbd3) - LAe  [DUP x2]
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 3782 (lodlan2officeflrs) to HLOD 3781 (lan2officeflrs), which already has LLOD 3782 (lodlan2officeflrs) - LAn2
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 1266 (lodlbd3) to HLOD 1260 (billbd3), which already has LLOD 1266 (lodlbd3) - LAe
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 3782 (lodlan2officeflrs) to HLOD 3781 (lan2officeflrs), which already has LLOD 3782 (lodlan2officeflrs) - LAn2  [DUP x2]
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 1266 (lodlbd3) to HLOD 1260 (billbd3), which already has LLOD 1266 (lodlbd3) - LAe  [DUP x2]
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 1266 (lodlbd3) to HLOD 1260 (billbd3), which already has LLOD 1266 (lodlbd3) - LAe
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 1266 (lodlbd3) to HLOD 1260 (billbd3), which already has LLOD 1266 (lodlbd3) - LAe  [DUP x3]
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 1268 (lodlbd1) to HLOD 1259 (billbd1), which already has LLOD 1268 (lodlbd1) - LAe
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 1268 (lodlbd1) to HLOD 1259 (billbd1), which already has LLOD 1268 (lodlbd1) - LAe
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 3780 (lodairyelrm_las) to HLOD 3665 (airyelrm_las), which already has LLOD 3780 (lodairyelrm_las) - LAs
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 3667 (lodped_hse1_las) to HLOD 3588 (sanped_hse1_las), which already has LLOD 3667 (lodped_hse1_las) - LAs
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 3667 (lodped_hse1_las) to HLOD 3588 (sanped_hse1_las), which already has LLOD 3667 (lodped_hse1_las) - LAs
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 3668 (lodnpedhus1_las) to HLOD 3587 (nwsnpedhus1_las), which already has LLOD 3668 (lodnpedhus1_las) - LAs
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 3668 (lodnpedhus1_las) to HLOD 3587 (nwsnpedhus1_las), which already has LLOD 3668 (lodnpedhus1_las) - LAs
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 3669 (lodcumphus1_las) to HLOD 3634 (nwccumphus1_las), which already has LLOD 3669 (lodcumphus1_las) - LAs
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 3669 (lodcumphus1_las) to HLOD 3634 (nwccumphus1_las), which already has LLOD 3669 (lodcumphus1_las) - LAs  [DUP x2]
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 3670 (lodcumphus2_las) to HLOD 3635 (nwccumphus2_las), which already has LLOD 3670 (lodcumphus2_las) - LAs
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 3669 (lodcumphus1_las) to HLOD 3634 (nwccumphus1_las), which already has LLOD 3669 (lodcumphus1_las) - LAs
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 3672 (lodang_las) to HLOD 3629 (arhang_las), which already has LLOD 3672 (lodang_las) - LAs
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 3672 (lodang_las) to HLOD 3629 (arhang_las), which already has LLOD 3672 (lodang_las) - LAs  [DUP x4]
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 3744 (lodlasdkrtgrp02) to HLOD 3574 (lasdkrtgrp2), which already has LLOD 3744 (lodlasdkrtgrp02) - LAs
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 1261 (lodlbd2) to HLOD 1267 (billbd2), which already has LLOD 1261 (lodlbd2) - LAe
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 1261 (lodlbd2) to HLOD 1267 (billbd2), which already has LLOD 1261 (lodlbd2) - LAe
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 1268 (lodlbd1) to HLOD 1259 (billbd1), which already has LLOD 1268 (lodlbd1) - LAe
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 1268 (lodlbd1) to HLOD 1259 (billbd1), which already has LLOD 1268 (lodlbd1) - LAe  [DUP x2]
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 3780 (lodairyelrm_las) to HLOD 3665 (airyelrm_las), which already has LLOD 3780 (lodairyelrm_las) - LAs
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 1268 (lodlbd1) to HLOD 1259 (billbd1), which already has LLOD 1268 (lodlbd1) - LAe
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 3668 (lodnpedhus1_las) to HLOD 3587 (nwsnpedhus1_las), which already has LLOD 3668 (lodnpedhus1_las) - LAs
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 3667 (lodped_hse1_las) to HLOD 3588 (sanped_hse1_las), which already has LLOD 3667 (lodped_hse1_las) - LAs
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 3667 (lodped_hse1_las) to HLOD 3588 (sanped_hse1_las), which already has LLOD 3667 (lodped_hse1_las) - LAs
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 3668 (lodnpedhus1_las) to HLOD 3587 (nwsnpedhus1_las), which already has LLOD 3668 (lodnpedhus1_las) - LAs
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 3668 (lodnpedhus1_las) to HLOD 3587 (nwsnpedhus1_las), which already has LLOD 3668 (lodnpedhus1_las) - LAs
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 3669 (lodcumphus1_las) to HLOD 3634 (nwccumphus1_las), which already has LLOD 3669 (lodcumphus1_las) - LAs
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 3669 (lodcumphus1_las) to HLOD 3634 (nwccumphus1_las), which already has LLOD 3669 (lodcumphus1_las) - LAs  [DUP x3]
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 3670 (lodcumphus2_las) to HLOD 3635 (nwccumphus2_las), which already has LLOD 3670 (lodcumphus2_las) - LAs
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 3670 (lodcumphus2_las) to HLOD 3635 (nwccumphus2_las), which already has LLOD 3670 (lodcumphus2_las) - LAs
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 3669 (lodcumphus1_las) to HLOD 3634 (nwccumphus1_las), which already has LLOD 3669 (lodcumphus1_las) - LAs
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 3669 (lodcumphus1_las) to HLOD 3634 (nwccumphus1_las), which already has LLOD 3669 (lodcumphus1_las) - LAs
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 3672 (lodang_las) to HLOD 3629 (arhang_las), which already has LLOD 3672 (lodang_las) - LAs
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 3672 (lodang_las) to HLOD 3629 (arhang_las), which already has LLOD 3672 (lodang_las) - LAs  [DUP x3]
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 3769 (lodostntrmp) to HLOD 3625 (crgostntrmp), which already has LLOD 3769 (lodostntrmp) - LAs
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 3744 (lodlasdkrtgrp02) to HLOD 3574 (lasdkrtgrp2), which already has LLOD 3744 (lodlasdkrtgrp02) - LAs
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 3744 (lodlasdkrtgrp02) to HLOD 3574 (lasdkrtgrp2), which already has LLOD 3744 (lodlasdkrtgrp02) - LAs
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 3769 (lodostntrmp) to HLOD 3625 (crgostntrmp), which already has LLOD 3769 (lodostntrmp) - LAs
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 1261 (lodlbd2) to HLOD 1267 (billbd2), which already has LLOD 1261 (lodlbd2) - LAe
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 3708 (lod_rdwarhusmed) to HLOD 3707 (rdwarhusmed), which already has LLOD 3708 (lod_rdwarhusmed) - LAs2
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 3708 (lod_rdwarhusmed) to HLOD 3707 (rdwarhusmed), which already has LLOD 3708 (lod_rdwarhusmed) - LAs2  [DUP x4]
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 3756 (lodwarhus_las03) to HLOD 3755 (las2warhus_las2), which already has LLOD 3756 (lodwarhus_las03) - LAs2
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 3708 (lod_rdwarhusmed) to HLOD 3707 (rdwarhusmed), which already has LLOD 3708 (lod_rdwarhusmed) - LAs2
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 3756 (lodwarhus_las03) to HLOD 3755 (las2warhus_las2), which already has LLOD 3756 (lodwarhus_las03) - LAs2
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 3690 (lod_rdwarhusbig) to HLOD 3689 (rdwarhusbig), which already has LLOD 3690 (lod_rdwarhusbig) - LAs2
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 3682 (lod_refinerybase) to HLOD 3673 (laxrf_refinerybase), which already has LLOD 3682 (lod_refinerybase) - countn2
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 3682 (lod_refinerybase) to HLOD 3673 (laxrf_refinerybase), which already has LLOD 3682 (lod_refinerybase) - countn2
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 3683 (lod_indust1las) to HLOD 3636 (indust1las_las), which already has LLOD 3683 (lod_indust1las) - countn2
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 3683 (lod_indust1las) to HLOD 3636 (indust1las_las), which already has LLOD 3683 (lod_indust1las) - countn2  [DUP x5]
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 3291 (lod_ref_oiltank) to HLOD 3255 (ref_oiltank01), which already has LLOD 3291 (lod_ref_oiltank) - countn2
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 3291 (lod_ref_oiltank) to HLOD 3255 (ref_oiltank01), which already has LLOD 3291 (lod_ref_oiltank) - countn2
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 3289 (lod_refthinchim1) to HLOD 3258 (refthinchim1), which already has LLOD 3289 (lod_refthinchim1) - countn2
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 3289 (lod_refthinchim1) to HLOD 3258 (refthinchim1), which already has LLOD 3289 (lod_refthinchim1) - countn2  [DUP x8]
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 3290 (lod_refchimny01) to HLOD 3256 (refchimny01), which already has LLOD 3290 (lod_refchimny01) - countn2
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 3290 (lod_refchimny01) to HLOD 3256 (refchimny01), which already has LLOD 3290 (lod_refchimny01) - countn2  [DUP x5]
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 3288 (lod_refinerybox1) to HLOD 3257 (refinerybox1), which already has LLOD 3288 (lod_refinerybox1) - countn2
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 3288 (lod_refinerybox1) to HLOD 3257 (refinerybox1), which already has LLOD 3288 (lod_refinerybox1) - countn2  [DUP x2]
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 1396 (lodtainercrane_04) to HLOD 1378 (containercrane_04), which already has LLOD 1396 (lodtainercrane_04) - LAs2
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 1396 (lodtainercrane_04) to HLOD 1378 (containercrane_04), which already has LLOD 1396 (lodtainercrane_04) - LAs2
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 3688 (lod_rbigcrate_las) to HLOD 3621 (rbigcrate_las), which already has LLOD 3688 (lod_rbigcrate_las) - LAs2
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 3688 (lod_rbigcrate_las) to HLOD 3621 (rbigcrate_las), which already has LLOD 3688 (lod_rbigcrate_las) - LAs2
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 3687 (lod_rdwarhus) to HLOD 3622 (rdwarhus), which already has LLOD 3687 (lod_rdwarhus) - LAs2
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 3687 (lod_rdwarhus) to HLOD 3622 (rdwarhus), which already has LLOD 3687 (lod_rdwarhus) - LAs2  [DUP x8]
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 3688 (lod_rbigcrate_las) to HLOD 3621 (rbigcrate_las), which already has LLOD 3688 (lod_rbigcrate_las) - LAs2
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 3688 (lod_rbigcrate_las) to HLOD 3621 (rbigcrate_las), which already has LLOD 3688 (lod_rbigcrate_las) - LAs2
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 3686 (lod_dckcanpy) to HLOD 3627 (dckcanpy), which already has LLOD 3686 (lod_dckcanpy) - LAs2
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 3686 (lod_dckcanpy) to HLOD 3627 (dckcanpy), which already has LLOD 3686 (lod_dckcanpy) - LAs2  [DUP x6]
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 3687 (lod_rdwarhus) to HLOD 3622 (rdwarhus), which already has LLOD 3687 (lod_rdwarhus) - LAs2
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 3686 (lod_dckcanpy) to HLOD 3627 (dckcanpy), which already has LLOD 3686 (lod_dckcanpy) - LAs2
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 3688 (lod_rbigcrate_las) to HLOD 3621 (rbigcrate_las), which already has LLOD 3688 (lod_rbigcrate_las) - LAs2
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 3710 (lod_nwwarhus) to HLOD 3624 (nwwarhus), which already has LLOD 3710 (lod_nwwarhus) - LAs2
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 3710 (lod_nwwarhus) to HLOD 3624 (nwwarhus), which already has LLOD 3710 (lod_nwwarhus) - LAs2
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 3709 (lod_rdwarhus2) to HLOD 3623 (rdwarhus2), which already has LLOD 3709 (lod_rdwarhus2) - LAs2
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 3709 (lod_rdwarhus2) to HLOD 3623 (rdwarhus2), which already has LLOD 3709 (lod_rdwarhus2) - LAs2  [DUP x6]
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 3710 (lod_nwwarhus) to HLOD 3624 (nwwarhus), which already has LLOD 3710 (lod_nwwarhus) - LAs2
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 3688 (lod_rbigcrate_las) to HLOD 3621 (rbigcrate_las), which already has LLOD 3688 (lod_rbigcrate_las) - LAs2
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 3723 (laxrf_lodscrapbox) to HLOD 3722 (laxrf_scrapbox), which already has LLOD 3723 (laxrf_lodscrapbox) - LAs2
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 3723 (laxrf_lodscrapbox) to HLOD 3722 (laxrf_scrapbox), which already has LLOD 3723 (laxrf_lodscrapbox) - LAs2  [DUP x3]
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 3654 (lodganghous01_lax) to HLOD 3649 (ganghous01_lax), which already has LLOD 3654 (lodganghous01_lax) - LAe2
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 3654 (lodganghous01_lax) to HLOD 3649 (ganghous01_lax), which already has LLOD 3654 (lodganghous01_lax) - LAe2
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 3592 (lodpfukhouse3) to HLOD 3589 (compfukhouse3), which already has LLOD 3592 (lodpfukhouse3) - LAe2
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 3647 (lodganghous02_lax) to HLOD 3648 (ganghous02_lax), which already has LLOD 3647 (lodganghous02_lax) - LAe2
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 3647 (lodganghous02_lax) to HLOD 3648 (ganghous02_lax), which already has LLOD 3647 (lodganghous02_lax) - LAe2
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 3592 (lodpfukhouse3) to HLOD 3589 (compfukhouse3), which already has LLOD 3592 (lodpfukhouse3) - LAe2
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 3654 (lodganghous01_lax) to HLOD 3649 (ganghous01_lax), which already has LLOD 3654 (lodganghous01_lax) - LAe2
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 3647 (lodganghous02_lax) to HLOD 3648 (ganghous02_lax), which already has LLOD 3647 (lodganghous02_lax) - LAe2
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 3591 (lodpfukhouse2) to HLOD 3590 (compfukhouse2), which already has LLOD 3591 (lodpfukhouse2) - LAs2
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 3654 (lodganghous01_lax) to HLOD 3649 (ganghous01_lax), which already has LLOD 3654 (lodganghous01_lax) - LAe2
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 3706 (lodgnghos05_lax) to HLOD 3646 (ganghous05_lax), which already has LLOD 3706 (lodgnghos05_lax) - LAe2
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 3706 (lodgnghos05_lax) to HLOD 3646 (ganghous05_lax), which already has LLOD 3706 (lodgnghos05_lax) - LAe2
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 3654 (lodganghous01_lax) to HLOD 3649 (ganghous01_lax), which already has LLOD 3654 (lodganghous01_lax) - LAe2
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 3591 (lodpfukhouse2) to HLOD 3590 (compfukhouse2), which already has LLOD 3591 (lodpfukhouse2) - LAs2
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 3696 (lodproject2lae2) to HLOD 3697 (project2lae2), which already has LLOD 3696 (lodproject2lae2) - LAe2
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 3696 (lodproject2lae2) to HLOD 3697 (project2lae2), which already has LLOD 3696 (lodproject2lae2) - LAe2  [DUP x3]
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 3744 (lodlasdkrtgrp02) to HLOD 3574 (lasdkrtgrp2), which already has LLOD 3744 (lodlasdkrtgrp02) - LAs
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 3744 (lodlasdkrtgrp02) to HLOD 3574 (lasdkrtgrp2), which already has LLOD 3744 (lodlasdkrtgrp02) - LAs  [DUP x24]
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 3709 (lod_rdwarhus2) to HLOD 3623 (rdwarhus2), which already has LLOD 3709 (lod_rdwarhus2) - LAs2
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 3709 (lod_rdwarhus2) to HLOD 3623 (rdwarhus2), which already has LLOD 3709 (lod_rdwarhus2) - LAs2
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 3289 (lod_refthinchim1) to HLOD 3258 (refthinchim1), which already has LLOD 3289 (lod_refthinchim1) - countn2
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 3747 (lodlasntrk3) to HLOD 3569 (lasntrk3), which already has LLOD 3747 (lodlasntrk3) - LAs2
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 3747 (lodlasntrk3) to HLOD 3569 (lasntrk3), which already has LLOD 3747 (lodlasntrk3) - LAs2  [DUP x3]
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 3745 (lodla_chem_piping) to HLOD 3643 (la_chem_piping), which already has LLOD 3745 (lodla_chem_piping) - LAs2
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 3745 (lodla_chem_piping) to HLOD 3643 (la_chem_piping), which already has LLOD 3745 (lodla_chem_piping) - LAs2  [DUP x11]
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 3746 (lodredockrane_las) to HLOD 3620 (redockrane_las), which already has LLOD 3746 (lodredockrane_las) - LAs2
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 3746 (lodredockrane_las) to HLOD 3620 (redockrane_las), which already has LLOD 3746 (lodredockrane_las) - LAs2  [DUP x8]
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 3295 (lod_watertwr) to HLOD 3286 (cxrf_watertwr), which already has LLOD 3295 (lod_watertwr) - countn2
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 3296 (lod_oiltank) to HLOD 3287 (cxrf_oiltank), which already has LLOD 3296 (lod_oiltank) - countn2
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 3295 (lod_watertwr) to HLOD 3286 (cxrf_watertwr), which already has LLOD 3295 (lod_watertwr) - countn2
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 3744 (lodlasdkrtgrp02) to HLOD 3574 (lasdkrtgrp2), which already has LLOD 3744 (lodlasdkrtgrp02) - LAs
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 3744 (lodlasdkrtgrp02) to HLOD 3574 (lasdkrtgrp2), which already has LLOD 3744 (lodlasdkrtgrp02) - LAs
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 3290 (lod_refchimny01) to HLOD 3256 (refchimny01), which already has LLOD 3290 (lod_refchimny01) - countn2
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 3744 (lodlasdkrtgrp02) to HLOD 3574 (lasdkrtgrp2), which already has LLOD 3744 (lodlasdkrtgrp02) - LAs
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 3748 (lodllprosjmt_las) to HLOD 3628 (smallprosjmt_las), which already has LLOD 3748 (lodllprosjmt_las) - LAs2
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 3748 (lodllprosjmt_las) to HLOD 3628 (smallprosjmt_las), which already has LLOD 3748 (lodllprosjmt_las) - LAs2  [DUP x3]
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 3744 (lodlasdkrtgrp02) to HLOD 3574 (lasdkrtgrp2), which already has LLOD 3744 (lodlasdkrtgrp02) - LAs
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 3288 (lod_refinerybox1) to HLOD 3257 (refinerybox1), which already has LLOD 3288 (lod_refinerybox1) - countn2
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 1396 (lodtainercrane_04) to HLOD 1378 (containercrane_04), which already has LLOD 1396 (lodtainercrane_04) - LAs2
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 1396 (lodtainercrane_04) to HLOD 1378 (containercrane_04), which already has LLOD 1396 (lodtainercrane_04) - LAs2
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 3288 (lod_refinerybox1) to HLOD 3257 (refinerybox1), which already has LLOD 3288 (lod_refinerybox1) - countn2
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 3687 (lod_rdwarhus) to HLOD 3622 (rdwarhus), which already has LLOD 3687 (lod_rdwarhus) - LAs2
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 3687 (lod_rdwarhus) to HLOD 3622 (rdwarhus), which already has LLOD 3687 (lod_rdwarhus) - LAs2
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 3746 (lodredockrane_las) to HLOD 3620 (redockrane_las), which already has LLOD 3746 (lodredockrane_las) - LAs2
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 3746 (lodredockrane_las) to HLOD 3620 (redockrane_las), which already has LLOD 3746 (lodredockrane_las) - LAs2
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 3758 (lodkwall_las2) to HLOD 3753 (dockwall_las2), which already has LLOD 3758 (lodkwall_las2) - LAs2
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 3758 (lodkwall_las2) to HLOD 3753 (dockwall_las2), which already has LLOD 3758 (lodkwall_las2) - LAs2  [DUP x5]
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 3770 (lodwrkhut) to HLOD 3626 (dckwrkhut), which already has LLOD 3770 (lodwrkhut) - LAs2
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 3770 (lodwrkhut) to HLOD 3626 (dckwrkhut), which already has LLOD 3770 (lodwrkhut) - LAs2  [DUP x3]
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 5352 (lodcargoshp03f) to HLOD 3724 (laxrf_cargotop), which already has LLOD 5164 (lodcargoshp03d) - LAs2
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 3744 (lodlasdkrtgrp02) to HLOD 3574 (lasdkrtgrp2), which already has LLOD 3744 (lodlasdkrtgrp02) - LAs
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 3744 (lodlasdkrtgrp02) to HLOD 3574 (lasdkrtgrp2), which already has LLOD 3744 (lodlasdkrtgrp02) - LAs
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 1268 (lodlbd1) to HLOD 1259 (billbd1), which already has LLOD 1268 (lodlbd1) - LAe
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 3779 (lodust1las2_las2) to HLOD 3637 (indust1las2_las), which already has LLOD 3779 (lodust1las2_las2) - LAs2
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 3779 (lodust1las2_las2) to HLOD 3637 (indust1las2_las), which already has LLOD 3779 (lodust1las2_las2) - LAs2
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 1266 (lodlbd3) to HLOD 1260 (billbd3), which already has LLOD 1266 (lodlbd3) - LAe
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 1266 (lodlbd3) to HLOD 1260 (billbd3), which already has LLOD 1266 (lodlbd3) - LAe  [DUP x4]
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 3718 (lodnphouse01_lax) to HLOD 3639 (glenphouse01_lax), which already has LLOD 3718 (lodnphouse01_lax) - LAe
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 3720 (lodnphouse03_lax) to HLOD 3642 (glenphouse03_lax), which already has LLOD 3720 (lodnphouse03_lax) - LAe
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 3760 (lodcanhou01_lax) to HLOD 3759 (vencanhou01_lax), which already has LLOD 3760 (lodcanhou01_lax) - LAw
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 3719 (lodnphouse02_lax) to HLOD 3640 (glenphouse02_lax), which already has LLOD 3719 (lodnphouse02_lax) - LAe
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 3760 (lodcanhou01_lax) to HLOD 3759 (vencanhou01_lax), which already has LLOD 3760 (lodcanhou01_lax) - LAw
